sample	entrez	no_ALL_muts	no_NSI_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss
sim58	6507	0	0	0	0	0	9	1	0
sim58	6531	0	0	0	0	0	9	1	0
sim58	6542	0	0	0	0	0	7	1	0
sim58	6550	0	0	0	0	0	7	1	0
sim58	6637	0	0	0	0	0	8	1	0
sim58	6676	0	0	0	0	0	6	0	0
sim58	6704	0	0	0	0	0	8	1	0
sim58	6711	0	0	0	0	0	3	0	0
sim58	6713	0	0	0	0	0	8	1	0
sim58	6778	0	0	0	0	0	7	1	0
sim58	6829	0	0	0	0	0	30	1	0
sim58	6899	0	0	0	0	0	7	1	0
sim58	7022	0	0	0	0	0	9	1	0
sim58	7030	0	0	0	0	0	7	1	0
sim58	7038	0	0	0	0	0	7	1	0
sim58	7157	1	1	0	0	0	2	0	0
sim58	7166	0	0	0	0	0	4	0	0
sim58	7289	0	0	0	0	0	7	1	0
sim58	7317	0	0	0	0	0	8	1	0
sim58	7471	0	0	0	0	0	7	1	0
sim58	7566	0	0	0	0	0	0	0	1
sim58	7705	0	0	0	0	0	15	1	0
sim58	7737	0	0	0	0	0	7	1	0
sim58	7881	0	0	0	0	0	9	1	0
sim58	8050	0	0	0	0	0	7	1	0
sim58	8074	0	0	0	0	0	7	1	0
sim58	8226	0	0	0	0	0	7	1	0
sim58	8260	0	0	0	0	0	7	1	0
sim58	8383	0	0	0	0	0	3	0	0
sim58	8425	0	0	0	0	0	10	1	0
sim58	8651	0	0	0	0	0	6	0	0
sim58	8725	0	0	0	0	0	7	1	0
sim58	8749	0	0	0	0	0	24	1	0
sim58	8771	0	0	0	0	0	7	1	0
sim58	8798	0	0	0	0	0	8	1	0
sim58	8997	0	0	0	0	0	3	0	0
sim58	9139	0	0	0	0	0	6	0	0
sim58	9149	0	0	0	0	0	10	1	0
sim58	9166	0	0	0	0	0	10	1	0
sim58	9228	0	0	0	0	0	4	0	0
sim58	9253	0	0	0	0	0	8	1	0
sim58	9282	0	0	0	0	0	6	0	0
sim58	9319	0	0	0	0	0	7	1	0
sim58	9334	0	0	0	0	0	3	0	0
sim58	9349	0	0	0	0	0	10	1	0
sim58	9352	0	0	0	0	0	7	1	0
sim58	9373	0	0	0	0	0	6	0	0
sim58	9464	1	1	1	0	0	2	0	0
sim58	9468	1	1	1	0	0	2	0	0
sim58	9605	0	0	0	0	0	3	0	0
sim58	9633	0	0	0	0	0	10	1	0
sim58	9675	0	0	0	0	0	7	1	0
sim58	9717	1	1	1	0	0	2	0	0
sim58	9777	0	0	0	0	0	6	0	0
sim58	9949	0	0	0	0	0	7	1	0
sim58	9976	0	0	0	0	0	7	1	0
sim58	10014	0	0	0	0	0	3	0	0
sim58	10059	0	0	0	0	0	7	1	0
sim58	10060	0	0	0	0	0	8	1	0
sim58	10133	0	0	0	0	0	8	1	0
sim58	10135	0	0	0	0	0	7	1	0
sim58	10140	0	0	0	0	0	3	0	0
sim58	10159	0	0	0	0	0	6	0	0
sim58	10219	0	0	0	0	0	17	1	0
sim58	10242	0	0	0	0	0	12	1	0
sim58	10247	0	0	0	0	0	8	1	0
sim58	10327	0	0	0	0	0	6	0	0
sim58	10482	1	1	1	1	0	2	0	0
sim58	10497	0	0	0	0	0	6	0	0
sim58	10499	0	0	0	0	0	15	1	0
sim58	10598	0	0	0	0	0	7	1	0
sim58	10627	0	0	0	0	0	8	1	0
sim58	10635	0	0	0	0	0	8	1	0
sim58	10644	0	0	0	0	0	6	0	0
sim58	10686	0	0	0	0	0	9	1	0
sim58	10763	0	0	0	0	0	8	1	0
sim58	10818	0	0	0	0	0	22	1	0
sim58	10856	1	1	1	0	0	2	0	0
sim58	10903	0	0	0	0	0	8	1	0
sim58	10923	0	0	0	0	0	7	1	0
sim58	11124	0	0	0	0	0	3	0	0
sim58	11166	0	0	0	0	0	7	1	0
sim58	11199	0	0	0	0	0	7	1	0
sim58	11336	0	0	0	0	0	8	1	0
sim58	22862	0	0	0	0	0	7	1	0
sim58	22865	0	0	0	0	0	7	1	0
sim58	23001	0	0	0	0	0	3	0	0
sim58	23046	0	0	0	0	0	8	1	0
sim58	23207	0	0	0	0	0	9	1	0
sim58	23276	1	1	1	0	0	2	0	0
sim58	23335	0	0	0	0	0	23	1	0
sim58	23369	0	0	0	0	0	4	0	0
sim58	23432	0	0	0	0	0	8	1	0
sim58	23456	0	0	0	0	0	7	1	0
sim58	23509	0	0	0	0	0	6	0	0
sim58	23613	0	0	0	0	0	9	1	0
sim58	25782	1	1	1	0	0	2	0	0
sim58	25836	1	1	1	0	0	2	0	0
sim58	25878	0	0	0	0	0	6	0	0
sim58	25897	0	0	0	0	0	12	1	0
sim58	25942	0	0	0	0	0	3	0	0
sim58	25963	1	1	1	0	0	2	0	0
sim58	26088	0	0	0	0	0	9	1	0
sim58	26225	0	0	0	0	0	3	0	0
sim58	26341	0	0	0	0	0	7	1	0
sim58	26471	0	0	0	0	0	6	0	0
sim58	26959	0	0	0	0	0	8	1	0
sim58	26986	0	0	0	0	0	20	1	0
sim58	27161	0	0	0	0	0	4	0	0
sim58	27340	0	0	0	0	0	3	0	0
sim58	28965	1	1	1	0	0	2	0	0
sim58	29088	0	0	0	0	0	8	1	0
sim58	29766	0	0	0	0	0	4	0	0
sim58	29886	0	0	0	0	0	7	1	0
sim58	29946	0	0	0	0	0	8	1	0
sim58	29950	0	0	0	0	0	8	1	0
sim58	29978	0	0	0	0	0	4	0	0
sim58	30014	0	0	0	0	0	7	1	0
sim58	50640	0	0	0	0	0	6	0	0
sim58	50805	0	0	0	0	0	7	1	0
sim58	50813	0	0	0	0	0	7	1	0
sim58	50855	0	0	0	0	0	4	0	0
sim58	51068	1	1	1	0	0	2	0	0
sim58	51075	1	1	1	0	0	2	0	0
sim58	51094	0	0	0	0	0	7	1	0
sim58	51107	0	0	0	0	0	10	1	0
sim58	51160	0	0	0	0	0	8	1	0
sim58	51199	0	0	0	0	0	7	1	0
sim58	51260	0	0	0	0	0	7	1	0
sim58	51292	0	0	0	0	0	7	1	0
sim58	51449	0	0	0	0	0	8	1	0
sim58	51586	1	1	1	1	0	2	0	0
sim58	51608	0	0	0	0	0	7	1	0
sim58	54467	0	0	0	0	0	4	0	0
sim58	54470	0	0	0	0	0	7	1	0
sim58	54529	0	0	0	0	0	9	1	0
sim58	54857	0	0	0	0	0	7	1	0
sim58	54897	0	0	0	0	0	3	0	0
sim58	54930	0	0	0	0	0	7	1	0
sim58	54963	1	1	1	0	0	2	0	0
sim58	55004	0	0	0	0	0	8	1	0
sim58	55032	0	0	0	0	0	6	0	0
sim58	55100	0	0	0	0	0	7	1	0
sim58	55103	1	1	1	0	0	2	0	0
sim58	55110	0	0	0	0	0	10	1	0
sim58	55165	1	1	1	0	0	2	0	0
sim58	55285	0	0	0	0	0	8	1	0
sim58	55297	0	0	0	0	0	7	1	0
sim58	55689	0	0	0	0	0	7	1	0
sim58	55729	0	0	0	0	0	8	1	0
sim58	55732	0	0	0	0	0	10	1	0
sim58	55740	0	0	0	0	0	7	1	0
sim58	55914	0	0	0	0	0	1	0	1
sim58	55915	0	0	0	0	0	7	1	0
sim58	55958	0	0	0	0	0	0	0	1
sim58	55974	1	1	1	0	0	2	0	0
sim58	56171	1	1	1	0	0	2	0	0
sim58	56913	0	0	0	0	0	6	0	0
sim58	57003	0	0	0	0	0	18	1	0
sim58	57091	0	0	0	0	0	7	1	0
sim58	57096	0	0	0	0	0	3	0	0
sim58	57130	0	0	0	0	0	3	0	0
sim58	57148	0	0	0	0	0	7	1	0
sim58	57152	0	0	0	0	0	7	1	0
sim58	57161	0	0	0	0	0	3	0	0
sim58	57189	1	1	0	0	0	2	0	0
sim58	57194	1	1	1	0	0	2	0	0
sim58	57530	0	0	0	0	0	7	1	0
sim58	57549	0	0	0	0	0	7	1	0
sim58	57623	0	0	0	0	0	7	1	0
sim58	57727	0	0	0	0	0	12	1	0
sim58	57798	0	0	0	0	0	9	1	0
sim58	58498	0	0	0	0	0	7	1	0
sim58	59343	0	0	0	0	0	6	0	0
sim58	59345	0	0	0	0	0	9	1	0
sim58	60436	0	0	0	0	0	9	1	0
sim58	60437	0	0	0	0	0	7	1	0
sim58	60673	0	0	0	0	0	7	1	0
sim58	64149	0	0	0	0	0	16	1	0
sim58	64207	0	0	0	0	0	7	1	0
sim58	64216	0	0	0	0	0	6	0	0
sim58	64399	1	1	1	0	0	2	0	0
sim58	64581	0	0	0	0	0	11	1	0
sim58	64757	0	0	0	0	0	6	0	0
sim58	64849	0	0	0	0	0	7	1	0
sim58	65094	0	0	0	0	0	8	1	0
sim58	65123	0	0	0	0	0	4	0	0
sim58	65979	1	1	1	1	0	2	0	0
sim58	79145	0	0	0	0	0	8	1	0
sim58	79576	0	0	0	0	0	6	0	0
sim58	79611	0	0	0	0	0	3	0	0
sim58	79723	0	0	0	0	0	3	0	0
sim58	79944	0	0	0	0	0	3	0	0
sim58	79983	0	0	0	0	0	7	1	0
sim58	80028	0	0	0	0	0	6	0	0
sim58	80117	0	0	0	0	0	7	1	0
sim58	80122	1	1	1	0	0	2	0	0
sim58	80270	0	0	0	0	0	6	0	0
sim58	80728	0	0	0	0	0	7	1	0
sim58	81448	0	0	0	0	0	6	0	0
sim58	81501	0	0	0	0	0	11	1	0
sim58	81562	0	0	0	0	0	25	1	0
sim58	81575	0	0	0	0	0	8	1	0
sim58	81619	0	0	0	0	0	16	1	0
sim58	81857	1	1	0	0	0	2	0	0
sim58	81858	0	0	0	0	0	7	1	0
sim58	83464	0	0	0	0	0	7	1	0
sim58	83550	0	0	0	0	0	6	0	0
sim58	83696	0	0	0	0	0	10	1	0
sim58	83853	0	0	0	0	0	7	1	0
sim58	83889	0	0	0	0	0	13	1	0
sim58	84033	0	0	0	0	0	4	0	0
sim58	84221	0	0	0	0	0	7	1	0
sim58	84288	0	0	0	0	0	10	1	0
sim58	84332	0	0	0	0	0	3	0	0
sim58	84766	0	0	0	0	0	7	1	0
sim58	84925	1	1	0	1	0	2	0	0
sim58	84955	0	0	0	0	0	7	1	0
sim58	85449	0	0	0	0	0	7	1	0
sim58	90957	1	1	1	0	0	2	0	0
sim58	90987	0	0	0	0	0	7	1	0
sim58	91694	1	1	1	0	0	2	0	0
sim58	92799	0	0	0	0	0	10	1	0
sim58	93953	0	0	0	0	0	7	1	0
sim58	94121	0	0	0	0	0	7	1	0
sim58	112714	1	1	1	1	0	2	0	0
sim58	112937	0	0	0	0	0	6	0	0
sim58	115703	0	0	0	0	0	7	1	0
sim58	116238	0	0	0	0	0	8	1	0
sim58	116931	0	0	0	0	0	9	1	0
sim58	120939	0	0	0	0	0	8	1	0
sim58	121536	0	0	0	0	0	14	1	0
sim58	121665	0	0	0	0	0	8	1	0
sim58	124935	1	1	0	0	0	2	0	0
sim58	126432	0	0	0	0	0	8	1	0
sim58	127064	0	0	0	0	0	9	1	0
sim58	127066	0	0	0	0	0	8	1	0
sim58	127700	1	1	1	0	0	2	0	0
sim58	127943	0	0	0	0	0	11	1	0
sim58	128414	0	0	0	0	0	7	1	0
sim58	128853	0	0	0	0	0	6	0	0
sim58	128859	0	0	0	0	0	7	1	0
sim58	128869	0	0	0	0	0	8	1	0
sim58	131408	0	0	0	0	0	8	1	0
sim58	131669	0	0	0	0	0	8	1	0
sim58	131920	0	0	0	0	0	8	1	0
sim58	133584	0	0	0	0	0	9	1	0
sim58	139170	0	0	0	0	0	6	0	0
sim58	140690	0	0	0	0	0	7	1	0
sim58	140832	0	0	0	0	0	12	1	0
sim58	144608	0	0	0	0	0	8	1	0
sim58	146853	0	0	0	0	0	11	1	0
sim58	147807	0	0	0	0	0	12	1	0
sim58	147923	0	0	0	0	0	10	1	0
sim58	147948	0	0	0	0	0	23	1	0
sim58	149076	0	0	0	0	0	6	0	0
sim58	149466	0	0	0	0	0	7	1	0
sim58	149685	0	0	0	0	0	6	0	0
sim58	152815	0	0	0	0	0	6	0	0
sim58	153562	0	0	0	0	0	6	0	0
sim58	157680	0	0	0	0	0	3	0	0
sim58	157697	0	0	0	0	0	7	1	0
sim58	157753	0	0	0	0	0	9	1	0
sim58	157848	0	0	0	0	0	12	1	0
sim58	160492	0	0	0	0	0	8	1	0
sim58	165918	0	0	0	0	0	7	1	0
sim58	168391	1	1	1	0	0	2	0	0
sim58	171023	0	0	0	0	0	10	1	0
sim58	171484	0	0	0	0	0	10	1	0
sim58	196513	0	0	0	0	0	7	1	0
sim58	196541	0	0	0	0	0	8	1	0
sim58	199699	0	0	0	0	0	7	1	0
sim58	200844	1	1	1	0	0	2	0	0
sim58	200931	0	0	0	0	0	7	1	0
sim58	219681	0	0	0	0	0	7	1	0
sim58	221481	1	1	0	0	0	2	0	0
sim58	221613	0	0	0	0	0	7	1	0
sim58	221833	0	0	0	0	0	6	0	0
sim58	222643	0	0	0	0	0	7	1	0
sim58	225689	0	0	0	0	0	7	1	0
sim58	253260	0	0	0	0	0	8	1	0
sim58	253314	0	0	0	0	0	7	1	0
sim58	254170	0	0	0	0	0	8	1	0
sim58	256126	0	0	0	0	0	10	1	0
sim58	257044	0	0	0	0	0	8	1	0
sim58	257177	0	0	0	0	0	9	1	0
sim58	259296	0	0	0	0	0	7	1	0
sim58	282763	0	0	0	0	0	6	0	0
sim58	283417	0	0	0	0	0	3	0	0
sim58	283537	0	0	0	0	0	6	0	0
sim58	284040	0	0	0	0	0	12	1	0
sim58	284252	0	0	0	0	0	19	1	0
sim58	284325	0	0	0	0	0	20	1	0
sim58	285195	0	0	0	0	0	9	1	0
sim58	285282	0	0	0	0	0	7	1	0
sim58	317772	0	0	0	0	0	6	0	0
sim58	338821	0	0	0	0	0	8	1	0
sim58	340390	0	0	0	0	0	10	1	0
sim58	340527	0	0	0	0	0	7	1	0
sim58	341350	0	0	0	0	0	17	1	0
sim58	342900	0	0	0	0	0	20	1	0
sim58	342931	0	0	0	0	0	7	1	0
sim58	344758	0	0	0	0	0	8	1	0
sim58	344905	0	0	0	0	0	8	1	0
sim58	348793	1	1	0	0	0	2	0	0
sim58	348932	0	0	0	0	0	11	1	0
sim58	353139	0	0	0	0	0	8	1	0
sim58	353142	0	0	0	0	0	10	1	0
sim58	374900	0	0	0	0	0	8	1	0
sim58	388701	0	0	0	0	0	8	1	0
sim58	389203	0	0	0	0	0	9	1	0
sim58	389840	0	0	0	0	0	10	1	0
sim58	401036	0	0	0	0	0	8	1	0
sim58	401466	0	0	0	0	0	12	1	0
sim58	402415	0	0	0	0	0	7	1	0
sim58	440533	0	0	0	0	0	6	0	0
sim58	440689	0	0	0	0	0	7	1	0
sim58	441151	0	0	0	0	0	7	1	0
sim58	503497	0	0	0	0	0	7	1	0
sim58	645073	0	0	0	0	0	7	1	0
sim58	653604	0	0	0	0	0	6	0	0
sim58	728318	0	0	0	0	0	10	1	0
sim58	728858	0	0	0	0	0	7	1	0
sim58	729262	0	0	0	0	0	29	1	0
sim58	729330	0	0	0	0	0	7	1	0
sim58	729438	0	0	0	0	0	7	1	0
sim58	100129239	0	0	0	0	0	7	1	0
sim58	100129385	0	0	0	0	0	6	0	0
sim58	100130613	0	0	0	0	0	7	1	0
sim58	100130988	0	0	0	0	0	7	1	0
sim58	100131755	0	0	0	0	0	13	1	0
sim58	100287284	0	0	0	0	0	8	1	0
sim58	100463488	0	0	0	0	0	6	0	0
sim58	100506127	0	0	0	0	0	9	1	0
sim59	22	0	0	0	0	0	7	1	0
sim59	31	0	0	0	0	0	3	0	0
sim59	104	1	1	1	1	0	2	0	0
sim59	112	0	0	0	0	0	4	0	0
sim59	159	0	0	0	0	0	6	1	0
sim59	165	0	0	0	0	0	7	1	0
sim59	291	0	0	0	0	0	6	1	0
sim59	444	0	0	0	0	0	7	1	0
sim59	467	0	0	0	0	0	6	1	0
sim59	472	0	0	0	0	0	0	0	1
sim59	598	0	0	0	0	0	6	1	0
sim59	636	0	0	0	0	0	3	0	0
sim59	680	0	0	0	0	0	6	1	0
sim59	889	0	0	0	0	0	10	1	0
sim59	958	0	0	0	0	0	6	1	0
sim59	962	0	0	0	0	0	6	1	0
sim59	971	0	0	0	0	0	8	1	0
sim59	1015	0	0	0	0	0	6	1	0
sim59	1032	0	0	0	0	0	6	1	0
sim59	1073	0	0	0	0	0	6	1	0
sim59	1241	0	0	0	0	0	8	1	0
sim59	1314	0	0	0	0	0	6	1	0
sim59	1371	0	0	0	0	0	6	1	0
sim59	1495	2	1	1	0	0	2	0	0
sim59	1608	0	0	0	0	0	6	1	0
sim59	1646	0	0	0	0	0	6	1	0
sim59	1663	0	0	0	0	0	7	1	0
sim59	1750	0	0	0	0	0	10	1	0
sim59	1763	0	0	0	0	0	6	1	0
sim59	1774	0	0	0	0	0	6	1	0
sim59	1822	0	0	0	0	0	9	1	0
sim59	1852	0	0	0	0	0	6	1	0
sim59	2000	0	0	0	0	0	6	1	0
sim59	2049	0	0	0	0	0	9	1	0
sim59	2079	0	0	0	0	0	6	1	0
sim59	2120	0	0	0	0	0	8	1	0
sim59	2122	0	0	0	0	0	8	1	0
sim59	2128	0	0	0	0	0	6	1	0
sim59	2153	0	0	0	0	0	8	1	0
sim59	2159	0	0	0	0	0	19	1	0
sim59	2187	0	0	0	0	0	6	1	0
sim59	2212	0	0	0	0	0	6	1	0
sim59	2251	0	0	0	0	0	7	1	0
sim59	2264	1	1	0	1	0	2	0	0
sim59	2312	0	0	0	0	0	11	1	0
sim59	2327	0	0	0	0	0	6	1	0
sim59	2526	0	0	0	0	0	0	0	1
sim59	2629	0	0	0	0	0	8	1	0
sim59	2639	0	0	0	0	0	6	1	0
sim59	2705	0	0	0	0	0	6	1	0
sim59	2738	0	0	0	0	0	6	1	0
sim59	2804	0	0	0	0	0	5	0	0
sim59	2932	0	0	0	0	0	6	1	0
sim59	2935	0	0	0	0	0	8	1	0
sim59	2984	0	0	0	0	0	7	1	0
sim59	3046	0	0	0	0	0	0	0	1
sim59	3181	0	0	0	0	0	3	0	0
sim59	3251	0	0	0	0	0	6	1	0
sim59	3326	0	0	0	0	0	5	0	0
sim59	3575	0	0	0	0	0	7	1	0
sim59	3592	0	0	0	0	0	6	1	0
sim59	3593	0	0	0	0	0	8	1	0
sim59	3679	0	0	0	0	0	6	1	0
sim59	3692	0	0	0	0	0	6	1	0
sim59	3759	0	0	0	0	0	7	1	0
sim59	3765	0	0	0	0	0	6	1	0
sim59	3782	0	0	0	0	0	6	1	0
sim59	3788	0	0	0	0	0	6	1	0
sim59	3821	0	0	0	0	0	7	1	0
sim59	3995	1	1	1	0	0	2	0	0
sim59	4111	0	0	0	0	0	7	1	0
sim59	4114	0	0	0	0	0	6	1	0
sim59	4115	0	0	0	0	0	6	1	0
sim59	4173	0	0	0	0	0	7	1	0
sim59	4300	0	0	0	0	0	0	0	1
sim59	4585	0	0	0	0	0	6	1	0
sim59	4605	0	0	0	0	0	6	1	0
sim59	4609	0	0	0	0	0	7	1	0
sim59	4647	1	1	1	0	0	2	0	0
sim59	4650	0	0	0	0	0	6	1	0
sim59	4661	0	0	0	0	0	6	1	0
sim59	4704	0	0	0	0	0	11	1	0
sim59	4773	0	0	0	0	0	6	1	0
sim59	4793	0	0	0	0	0	7	1	0
sim59	4832	0	0	0	0	0	6	1	0
sim59	4851	1	1	1	1	0	2	0	0
sim59	4885	0	0	0	0	0	6	1	0
sim59	4907	0	0	0	0	0	3	0	0
sim59	4923	0	0	0	0	0	8	1	0
sim59	4942	1	1	1	1	0	2	0	0
sim59	4952	0	0	0	0	0	6	1	0
sim59	4973	0	0	0	0	0	8	1	0
sim59	5062	1	1	1	0	0	6	1	0
sim59	5211	0	0	0	0	0	6	1	0
sim59	5279	0	0	0	0	0	6	1	0
sim59	5284	0	0	0	0	0	6	1	0
sim59	5318	0	0	0	0	0	9	1	0
sim59	5327	0	0	0	0	0	6	1	0
sim59	5335	0	0	0	0	0	6	1	0
sim59	5365	1	1	1	0	0	2	0	0
sim59	5627	0	0	0	0	0	7	1	0
sim59	5726	0	0	0	0	0	6	1	0
sim59	5740	0	0	0	0	0	6	1	0
sim59	5744	0	0	0	0	0	6	1	0
sim59	5828	0	0	0	0	0	7	1	0
sim59	5879	0	0	0	0	0	3	0	0
sim59	5885	0	0	0	0	0	8	1	0
sim59	5956	0	0	0	0	0	6	1	0
sim59	5961	0	0	0	0	0	10	1	0
sim59	5973	0	0	0	0	0	6	1	0
sim59	6018	0	0	0	0	0	5	0	0
sim59	6037	0	0	0	0	0	6	1	0
sim59	6134	0	0	0	0	0	6	1	0
sim59	6167	0	0	0	0	0	6	1	0
sim59	6197	0	0	0	0	0	6	1	0
sim59	6198	0	0	0	0	0	6	1	0
sim59	6210	0	0	0	0	0	4	0	0
sim59	6241	0	0	0	0	0	0	0	1
sim59	6328	0	0	0	0	0	0	0	1
sim59	6372	0	0	0	0	0	7	1	0
sim59	6385	0	0	0	0	0	8	1	0
sim59	6401	0	0	0	0	0	8	1	0
sim59	6489	0	0	0	0	0	6	1	0
sim59	6498	0	0	0	0	0	8	1	0
sim59	6510	0	0	0	0	0	6	1	0
sim59	6515	0	0	0	0	0	6	1	0
sim59	6579	0	0	0	0	0	8	1	0
sim59	6594	0	0	0	0	0	6	1	0
sim59	6597	1	1	1	0	0	2	0	0
sim59	6713	0	0	0	0	0	6	1	0
sim59	6726	0	0	0	0	0	6	1	0
sim59	6774	0	0	0	0	0	3	0	0
sim59	6789	0	0	0	0	0	6	1	0
sim59	6843	0	0	0	0	0	6	1	0
sim59	6855	0	0	0	0	0	7	1	0
sim59	6873	1	1	1	0	0	2	0	0
sim59	6874	0	0	0	0	0	5	0	0
sim59	7015	0	0	0	0	0	6	1	0
sim59	7075	0	0	0	0	0	16	1	0
sim59	7080	0	0	0	0	0	12	1	0
sim59	7132	0	0	0	0	0	7	1	0
sim59	7150	0	0	0	0	0	6	1	0
sim59	7157	1	1	1	1	1	2	0	0
sim59	7170	0	0	0	0	0	6	1	0
sim59	7260	1	1	1	0	0	6	1	0
sim59	7434	0	0	0	0	0	6	1	0
sim59	7454	0	0	0	0	0	9	1	0
sim59	7547	0	0	0	0	0	6	1	0
sim59	8085	1	1	1	0	0	2	0	0
sim59	8087	0	0	0	0	0	6	1	0
sim59	8237	0	0	0	0	0	7	1	0
sim59	8291	1	1	1	0	0	2	0	0
sim59	8326	0	0	0	0	0	10	1	0
sim59	8337	0	0	0	0	0	8	1	0
sim59	8434	0	0	0	0	0	6	1	0
sim59	8476	0	0	0	0	0	6	1	0
sim59	8481	0	0	0	0	0	6	1	0
sim59	8535	0	0	0	0	0	6	1	0
sim59	8575	0	0	0	0	0	6	1	0
sim59	8605	0	0	0	0	0	10	1	0
sim59	8615	0	0	0	0	0	7	1	0
sim59	8648	0	0	0	0	0	6	1	0
sim59	8804	0	0	0	0	0	7	1	0
sim59	8862	0	0	0	0	0	6	1	0
sim59	8869	0	0	0	0	0	3	0	0
sim59	8934	0	0	0	0	0	6	1	0
sim59	8975	0	0	0	0	0	3	0	0
sim59	8989	0	0	0	0	0	6	1	0
sim59	8991	0	0	0	0	0	6	1	0
sim59	8993	0	0	0	0	0	6	1	0
sim59	9071	0	0	0	0	0	0	0	1
sim59	9130	0	0	0	0	0	8	1	0
sim59	9139	0	0	0	0	0	6	1	0
sim59	9156	0	0	0	0	0	8	1	0
sim59	9367	0	0	0	0	0	6	1	0
sim59	9371	0	0	0	0	0	6	1	0
sim59	9453	0	0	0	0	0	6	1	0
sim59	9506	0	0	0	0	0	6	1	0
sim59	9545	0	0	0	0	0	7	1	0
sim59	9551	0	0	0	0	0	6	1	0
sim59	9577	0	0	0	0	0	6	1	0
sim59	9592	0	0	0	0	0	6	1	0
sim59	9670	0	0	0	0	0	3	0	0
sim59	9699	0	0	0	0	0	5	0	0
sim59	9742	1	1	1	0	0	2	0	0
sim59	9746	0	0	0	0	0	7	1	0
sim59	9897	0	0	0	0	0	7	1	0
sim59	9915	0	0	0	0	0	3	0	0
sim59	9934	0	0	0	0	0	6	1	0
sim59	10005	0	0	0	0	0	6	1	0
sim59	10016	0	0	0	0	0	6	1	0
sim59	10046	0	0	0	0	0	6	1	0
sim59	10052	1	1	1	0	0	2	0	0
sim59	10075	0	0	0	0	0	4	0	0
sim59	10079	0	0	0	0	0	7	1	0
sim59	10137	0	0	0	0	0	6	1	0
sim59	10203	0	0	0	0	0	6	1	0
sim59	10221	0	0	0	0	0	7	1	0
sim59	10224	0	0	0	0	0	7	1	0
sim59	10242	0	0	0	0	0	7	1	0
sim59	10298	0	0	0	0	0	8	1	0
sim59	10335	1	1	1	0	0	2	0	0
sim59	10398	0	0	0	0	0	6	1	0
sim59	10436	0	0	0	0	0	8	1	0
sim59	10440	0	0	0	0	0	3	0	0
sim59	10481	0	0	0	0	0	3	0	0
sim59	10626	0	0	0	0	0	6	1	0
sim59	10867	0	0	0	0	0	6	1	0
sim59	10904	0	0	0	0	0	6	1	0
sim59	10948	0	0	0	0	0	19	1	0
sim59	11018	0	0	0	0	0	6	1	0
sim59	11022	0	0	0	0	0	11	1	0
sim59	11152	0	0	0	0	0	6	1	0
sim59	11172	0	0	0	0	0	9	1	0
sim59	11196	0	0	0	0	0	4	0	0
sim59	11236	0	0	0	0	0	9	1	0
sim59	22844	1	1	1	0	0	2	0	0
sim59	22850	0	0	0	0	0	1	0	1
sim59	22865	0	0	0	0	0	10	1	0
sim59	22888	0	0	0	0	0	7	1	0
sim59	22974	0	0	0	0	0	4	0	0
sim59	23076	0	0	0	0	0	7	1	0
sim59	23113	0	0	0	0	0	5	0	0
sim59	23149	0	0	0	0	0	6	1	0
sim59	23256	1	1	0	1	0	2	0	0
sim59	23336	0	0	0	0	0	10	1	0
sim59	23355	0	0	0	0	0	6	1	0
sim59	23379	1	1	0	0	0	2	0	0
sim59	23528	0	0	0	0	0	7	1	0
sim59	23597	0	0	0	0	0	6	1	0
sim59	23654	0	0	0	0	0	6	1	0
sim59	23741	1	1	0	0	0	2	0	0
sim59	24148	0	0	0	0	0	6	1	0
sim59	25758	1	1	1	0	0	2	0	0
sim59	25900	0	0	0	0	0	6	1	0
sim59	25928	0	0	0	0	0	6	1	0
sim59	25942	0	0	0	0	0	7	1	0
sim59	25945	0	0	0	0	0	7	1	0
sim59	25989	1	1	0	0	0	2	0	0
sim59	26154	0	0	0	0	0	3	0	0
sim59	26253	0	0	0	0	0	7	1	0
sim59	26330	0	0	0	0	0	6	1	0
sim59	26339	0	0	0	0	0	8	1	0
sim59	27022	1	1	1	0	0	2	0	0
sim59	27044	0	0	0	0	0	6	1	0
sim59	27304	0	0	0	0	0	8	1	0
sim59	27324	0	0	0	0	0	3	0	0
sim59	27328	0	0	0	0	0	6	1	0
sim59	29082	0	0	0	0	0	7	1	0
sim59	50626	0	0	0	0	0	6	1	0
sim59	50840	0	0	0	0	0	8	1	0
sim59	50856	0	0	0	0	0	10	1	0
sim59	51061	0	0	0	0	0	8	1	0
sim59	51068	0	0	0	0	0	3	0	0
sim59	51073	0	0	0	0	0	6	1	0
sim59	51074	1	1	1	0	0	2	0	0
sim59	51085	0	0	0	0	0	8	1	0
sim59	51156	0	0	0	0	0	6	1	0
sim59	51226	0	0	0	0	0	6	1	0
sim59	51258	0	0	0	0	0	9	1	0
sim59	51330	0	0	0	0	0	6	1	0
sim59	51554	0	0	0	0	0	6	1	0
sim59	51619	0	0	0	0	0	8	1	0
sim59	51654	0	0	0	0	0	6	1	0
sim59	51655	0	0	0	0	0	6	1	0
sim59	51691	1	1	1	0	0	2	0	0
sim59	51755	0	0	0	0	0	3	0	0
sim59	51764	0	0	0	0	0	6	1	0
sim59	53616	0	0	0	0	0	10	1	0
sim59	54033	0	0	0	0	0	6	1	0
sim59	54477	0	0	0	0	0	6	1	0
